UDISE Code,SchoolName,State,District,Block,Pin Code,School Management,School Category,School Type,Library Availability,Starting Class,Ending Class,Playground Available,ICT Lab,Internet,Desktop,Laptop,Tablet,Printer,Projector
09710223302,RITESH AND RAUNAK PUBLIC SCHOOL DHEERPUR BAIDA,Uttar Pradesh,BHADOI Block,GYANPUR,221303,5-Private Unaided (Recognized),Primary with Upper Primary,Co-educational,Yes,1,8,Yes,No,N,0,0,0,0,0
09710223501,P S KATHAUTA,Uttar Pradesh,BHADOI Block,GYANPUR,221303,1-Department of Education,Primary,Co-educational,Yes,1,5,No,No,N,0,0,0,0,0
09710223502,COMPOSITE SCHOOL CHAHARPUR KATHAUTA,Uttar Pradesh,BHADOI Block,GYANPUR,221303,1-Department of Education,Primary with Upper Primary,Co-educational,Yes,1,8,No,No,N,0,0,0,0,0
09710223802,ARYAN INTERNATIONAL SCHOOL GHOORIPUR,Uttar Pradesh,BHADOI Block,GYANPUR,221303,5-Private Unaided (Recognized),Primary,Co-educational,Yes,1,5,Yes,No,Y,5,1,0,1,0
09710400403,J B CONVENT SCHOOL BARAKHAS,Uttar Pradesh,BHADOI Block,AURAI,221303,5-Private Unaided (Recognized),Primary,Co-educational,No,1,5,No,No,N,0,0,0,0,0
09710402002,COMPOSITE SCHOOL RAMAPUR,Uttar Pradesh,BHADOI Block,AURAI,221303,1-Department of Education,Primary with Upper Primary,Co-educational,Yes,1,8,Yes,No,N,0,0,0,0,0
09710402605,MERRY GREEN ENGLISH SCHOOL AURANGABAD,Uttar Pradesh,BHADOI Block,AURAI,221303,5-Private Unaided (Recognized),Primary with Upper Primary,Co-educational,Yes,1,8,Yes,No,N,1,0,0,1,0
09710420302,SHIVAM PUBLIC SCHOOL BANJARI,Uttar Pradesh,BHADOI Block,AURAI,221303,5-Private Unaided (Recognized),Primary with Upper Primary,Co-educational,No,1,8,No,No,N,0,0,0,0,0
09710420402,SANSKAR SINCHAN UPS MADHOPUR,Uttar Pradesh,BHADOI Block,AURAI,221303,5-Private Unaided (Recognized),Upper Primary only,Co-educational,Yes,6,8,Yes,No,Y,2,1,1,1,0
09710420403,SANSKAR SINCHAN  B,Uttar Pradesh,BHADOI Block,AURAI,221303,5-Private Unaided (Recognized),Primary,Co-educational,Yes,1,5,Yes,No,Y,2,1,1,1,0
09710420404,COMPOSITE SCHOOL MADHOPUR,Uttar Pradesh,BHADOI Block,AURAI,221303,1-Department of Education,Primary with Upper Primary,Co-educational,Yes,1,8,No,No,N,0,0,0,0,0
09710420405,SARASWATI DEVI PS MADHOPUR,Uttar Pradesh,BHADOI Block,AURAI,221303,5-Private Unaided (Recognized),Primary,Co-educational,No,1,5,No,No,N,0,0,0,0,0
09710420406,GULABEE DEVI BIND INTER COLLEGE MADHOPUR GOPIGANJ,Uttar Pradesh,BHADOI Block,AURAI,221303,5-Private Unaided (Recognized),Up. Pr. Secondary and Higher Sec,Co-educational,Yes,6,12,Yes,No,Y,4,1,1,1,1
09710420502,C,Uttar Pradesh,BHADOI Block,AURAI,221303,5-Private Unaided (Recognized),Primary,Co-educational,No,1,5,No,No,N,0,0,0,0,0
09710420503,MADARSA ISLAMIYA MADARUL ULOOM PARVATPUR,Uttar Pradesh,BHADOI Block,AURAI,221303,97-Madrasa Private Unaided,Primary,Co-educational,No,1,5,Yes,No,N,0,0,0,0,0
09710420504,C,Uttar Pradesh,BHADOI Block,AURAI,221303,5-Private Unaided (Recognized),Upper Primary only,Co-educational,No,6,8,No,No,N,0,0,0,0,0
09710420603,PS ALMAU,Uttar Pradesh,BHADOI Block,AURAI,221303,1-Department of Education,Primary,Co-educational,Yes,1,5,No,No,N,0,0,0,0,0
09710420701,P S AMAVAMAFI,Uttar Pradesh,BHADOI Block,AURAI,221303,1-Department of Education,Primary,Co-educational,Yes,1,5,Yes,No,N,0,0,0,0,0
09710420702,UP S AMAVAMAFI,Uttar Pradesh,BHADOI Block,AURAI,221303,1-Department of Education,Upper Primary only,Co-educational,Yes,6,8,Yes,No,N,0,0,0,0,0
09710420704,SANT LOMAS  P S AMAVA TUBEL,Uttar Pradesh,BHADOI Block,AURAI,221303,5-Private Unaided (Recognized),Primary,Co-educational,No,1,5,No,No,N,0,0,0,0,0
09710420705,COMPOSITE SCHOOL AMAVAMAFI YADAV BASTI,Uttar Pradesh,BHADOI Block,AURAI,221303,1-Department of Education,Primary with Upper Primary,Co-educational,Yes,1,8,Yes,No,N,0,0,0,0,0
09710420706,MADARSA ALJAMEYTUL ISLAMIYA AMAVAMAFI,Uttar Pradesh,BHADOI Block,AURAI,221303,97-Madrasa Private Unaided,Primary,Co-educational,No,1,5,No,No,N,0,0,0,0,0
09710421202,COMPOSITE SCHOOL CHANDPURA,Uttar Pradesh,BHADOI Block,AURAI,221303,1-Department of Education,Primary with Upper Primary,Co-educational,Yes,1,8,Yes,No,N,2,0,0,2,0
09710421203,R L CONVENT SCHOOL CHANDRAPURA,Uttar Pradesh,BHADOI Block,AURAI,221303,5-Private Unaided (Recognized),Primary,Co-educational,No,1,5,Yes,No,Y,6,0,0,0,0
09710421301,PS DOMANPUR,Uttar Pradesh,BHADOI Block,AURAI,221303,1-Department of Education,Primary,Co-educational,Yes,1,5,Yes,No,N,0,0,0,0,0
09710421402,PS CHAKNANDABIR,Uttar Pradesh,BHADOI Block,AURAI,221303,1-Department of Education,Primary,Co-educational,Yes,1,5,Yes,No,N,0,0,0,0,0
09710421601,P S JAGARNATHPUR 1,Uttar Pradesh,BHADOI Block,AURAI,221303,1-Department of Education,Primary,Co-educational,Yes,1,5,No,No,N,0,0,0,0,0
09710421602,P S JAGARNATHPUR 2,Uttar Pradesh,BHADOI Block,AURAI,221303,1-Department of Education,Primary,Co-educational,Yes,1,5,No,No,N,0,0,0,0,0
09710421603,ADARSH UPS JAGARNATHPUR,Uttar Pradesh,BHADOI Block,AURAI,221303,4-Other State Govt. Managed,Upper Primary only,Co-educational,Yes,6,8,No,No,N,0,0,0,0,0
09710421801,P S GOPPUR,Uttar Pradesh,BHADOI Block,AURAI,221303,1-Department of Education,Primary,Co-educational,Yes,1,5,No,No,N,0,0,0,0,0
09710421802,UP S GOPPUR,Uttar Pradesh,BHADOI Block,AURAI,221303,1-Department of Education,Upper Primary only,Co-educational,Yes,6,8,No,No,N,0,0,0,0,0
09710421803,SAVITRI BAL VIDALAY GOPPUR,Uttar Pradesh,BHADOI Block,AURAI,221303,5-Private Unaided (Recognized),Primary,Co-educational,Yes,1,5,Yes,No,N,0,0,0,0,0
09710421901,PS RAIPURI,Uttar Pradesh,BHADOI Block,AURAI,221303,1-Department of Education,Primary,Co-educational,Yes,1,5,Yes,No,N,0,0,0,0,0
09710421902,UPS RAIPURI,Uttar Pradesh,BHADOI Block,AURAI,221303,1-Department of Education,Upper Primary only,Co-educational,Yes,6,8,Yes,No,N,0,0,0,0,0
09710421903,ZENITH PUBLIC SCHOOL RAIPURI,Uttar Pradesh,BHADOI Block,AURAI,221303,5-Private Unaided (Recognized),Primary,Co-educational,Yes,1,5,Yes,No,Y,4,2,0,1,0
09710421904,ZENITH PUBLIC SCHOOL RAIPURI GOPIGANJ,Uttar Pradesh,BHADOI Block,AURAI,221303,5-Private Unaided (Recognized),Primary with Upper Primary,Co-educational,Yes,1,8,Yes,No,Y,4,2,0,1,0
09710421905,A N PUBLIC SCHOOL RAIPURI,Uttar Pradesh,BHADOI Block,AURAI,221303,5-Private Unaided (Recognized),Primary,Co-educational,Yes,1,5,Yes,No,Y,2,0,0,0,0
09710422101,P S MADHORAMPUR,Uttar Pradesh,BHADOI Block,AURAI,221303,1-Department of Education,Primary,Co-educational,Yes,1,5,Yes,No,N,0,0,0,0,0
09710422102,SARVODAY SHISHU NIKEATA MADHOR,Uttar Pradesh,BHADOI Block,AURAI,221303,5-Private Unaided (Recognized),Primary,Co-educational,Yes,1,5,Yes,No,N,0,0,0,0,0
09710422103,SUNRISE ACADEMY MADHORAMPUR,Uttar Pradesh,BHADOI Block,AURAI,221303,5-Private Unaided (Recognized),Primary with Upper Primary,Co-educational,Yes,1,8,No,No,N,0,0,0,0,0
09710422301,UPS GOPIGANJ,Uttar Pradesh,BHADOI Block,AURAI,221303,1-Department of Education,Upper Primary only,Co-educational,Yes,6,8,Yes,No,N,1,0,0,0,0
09710422302,EXCELLENT EDUCATION CENTER GOPIGANJ,Uttar Pradesh,BHADOI Block,AURAI,221303,5-Private Unaided (Recognized),Upper Primary only,Co-educational,Yes,6,8,Yes,No,N,1,0,0,1,0
09710422502,PT,Uttar Pradesh,BHADOI Block,AURAI,221303,5-Private Unaided (Recognized),Primary with Upper Primary,Co-educational,No,1,8,No,No,N,0,0,0,0,0
09710422503,EXCELLENT EDU,Uttar Pradesh,BHADOI Block,AURAI,221303,5-Private Unaided (Recognized),Primary,Co-educational,Yes,1,5,Yes,No,N,1,0,0,1,0
09710422701,COMPOSITE SCHOOL PURESHAMBHU,Uttar Pradesh,BHADOI Block,AURAI,221303,1-Department of Education,Primary with Upper Primary,Co-educational,Yes,1,8,Yes,No,N,0,0,0,0,0
09710422903,BHARAT BHARTI INTER COLLEGE PURERAMGULAM,Uttar Pradesh,BHADOI Block,AURAI,221303,5-Private Unaided (Recognized),Secondary with Higher Secondary,Co-educational,Yes,9,12,No,No,N,1,0,0,1,1
09710423001,P S RAMPUR KAYATHAN,Uttar Pradesh,BHADOI Block,AURAI,221303,1-Department of Education,Primary,Co-educational,Yes,1,5,No,No,N,0,0,0,0,0
09710423101,P S CHAK NIRANJAN,Uttar Pradesh,BHADOI Block,AURAI,221303,1-Department of Education,Primary,Co-educational,Yes,1,5,No,No,N,0,0,0,0,0
09710423301,P S  JAHANGIRABAD,Uttar Pradesh,BHADOI Block,AURAI,221303,1-Department of Education,Primary,Co-educational,Yes,1,5,No,No,N,0,0,0,0,0
09710423302,U P S  JAHANGIRABAD,Uttar Pradesh,BHADOI Block,AURAI,221303,1-Department of Education,Upper Primary only,Co-educational,Yes,6,8,Yes,No,N,0,0,0,0,0
09710423402,COMPOSITE SCHOOL BHAVANIPUR,Uttar Pradesh,BHADOI Block,AURAI,221303,1-Department of Education,Primary with Upper Primary,Co-educational,Yes,1,8,No,No,N,0,0,0,0,0
09710423601,P S BANJARI,Uttar Pradesh,BHADOI Block,AURAI,221303,1-Department of Education,Primary,Co-educational,Yes,1,5,No,No,N,0,0,0,0,0
09710423602,K U P S BANJARI,Uttar Pradesh,BHADOI Block,AURAI,221303,1-Department of Education,Upper Primary only,Co-educational,Yes,6,8,No,No,N,0,0,0,0,0
09710423801,P S CHAK BESAHOO,Uttar Pradesh,BHADOI Block,AURAI,221303,1-Department of Education,Primary,Co-educational,Yes,1,5,No,No,Y,0,0,0,0,0
09710423802,G D PUBLIC SCHOOL  CHAKBESAHOO,Uttar Pradesh,BHADOI Block,AURAI,221303,5-Private Unaided (Recognized),Primary with Upper Primary,Co-educational,Yes,1,8,Yes,No,Y,8,4,0,1,0
09710424001,P S DERVA,Uttar Pradesh,BHADOI Block,AURAI,221303,1-Department of Education,Primary,Co-educational,Yes,1,5,No,No,N,0,0,0,0,0
09710424003,MAA SHITLA VIDHYAPEETH UPS DERVA,Uttar Pradesh,BHADOI Block,AURAI,221303,5-Private Unaided (Recognized),Upper Primary only,Co-educational,Yes,6,8,Yes,No,N,2,1,0,1,0
09710424004,MAA SHITLA VIDHYAPEETH PS DERVA,Uttar Pradesh,BHADOI Block,AURAI,221303,5-Private Unaided (Recognized),Primary,Co-educational,Yes,1,5,Yes,No,N,2,1,0,1,0
09710424702,K U P S MULAPUR,Uttar Pradesh,BHADOI Block,AURAI,221303,1-Department of Education,Upper Primary only,Co-educational,Yes,6,8,No,No,N,0,0,0,0,0
09710424703,MOTHER TERESA MEMORIAL SCHOOL MOOLAPUR,Uttar Pradesh,BHADOI Block,AURAI,221303,5-Private Unaided (Recognized),Primary,Co-educational,Yes,1,5,Yes,No,N,0,0,0,0,0
09710424902,COMPOSITE SCHOOL BARJI,Uttar Pradesh,BHADOI Block,AURAI,221303,1-Department of Education,Primary with Upper Primary,Co-educational,Yes,1,8,Yes,No,N,0,0,0,0,0
09710424904,MADARSA DARUL ULOOM NOORIA SHAMSHIA BARJIKHURD,Uttar Pradesh,BHADOI Block,AURAI,221303,97-Madrasa Private Unaided,Primary,Co-educational,No,1,5,No,No,N,0,0,0,0,0
09710502204,GPD PUBLIC SCHOOL SARAY JAGDISH,Uttar Pradesh,BHADOI Block,DEEGH,221303,5-Private Unaided (Recognized),Primary,Co-educational,Yes,1,5,Yes,No,Y,6,2,1,2,1
09710502903,RAJ KUMARI D PS SAGAR RAI PUR,Uttar Pradesh,BHADOI Block,DEEGH,221303,5-Private Unaided (Recognized),Primary,Co-educational,Yes,1,5,Yes,No,Y,0,0,0,0,0
09710503301,P S CHAK MANDHATA,Uttar Pradesh,BHADOI Block,DEEGH,221303,1-Department of Education,Primary,Co-educational,Yes,1,5,Yes,No,Y,0,0,0,0,0
09710503303,GOVT,Uttar Pradesh,BHADOI Block,DEEGH,221303,1-Department of Education,Secondary Only,Co-educational,Yes,9,10,Yes,No,Y,1,0,0,1,0
09710503703,MAA SARASWATI CONVENT J H S JANGALPUR JANGIGANJ,Uttar Pradesh,BHADOI Block,DEEGH,221303,5-Private Unaided (Recognized),Upper Primary only,Co-educational,Yes,6,8,Yes,No,Y,0,0,0,0,0
09710504002,COMPOSITE SCHOOL TILANGA,Uttar Pradesh,BHADOI Block,DEEGH,221303,1-Department of Education,Primary with Upper Primary,Co-educational,Yes,1,8,Yes,No,Y,0,0,0,0,0
09710504402,COMPOSITE SCHOOL GULAURI,Uttar Pradesh,BHADOI Block,DEEGH,221303,1-Department of Education,Primary with Upper Primary,Co-educational,Yes,1,8,Yes,No,Y,0,0,0,0,0
09710504601,P S AMILAUR,Uttar Pradesh,BHADOI Block,DEEGH,221303,1-Department of Education,Primary,Co-educational,Yes,1,5,Yes,No,Y,0,0,0,0,0
09710504603,PS JAN KALYAN R B A AMILAUR,Uttar Pradesh,BHADOI Block,DEEGH,221303,5-Private Unaided (Recognized),Primary,Co-educational,Yes,1,5,Yes,No,Y,0,0,0,0,0
08260310404,K,Rajasthan,UDAIPUR Block,MAVLI,313203,1-Department of Education,Upper Primary only,Girls,No,6,8,Yes,No,Y,4,0,0,1,2
09710505001,PS ANAPUR,Uttar Pradesh,BHADOI Block,DEEGH,221303,1-Department of Education,Primary,Co-educational,Yes,1,5,Yes,No,N,0,0,0,0,0
09710505002,UPS ANAPUR,Uttar Pradesh,BHADOI Block,DEEGH,221303,1-Department of Education,Upper Primary only,Co-educational,Yes,6,8,Yes,No,N,0,0,0,0,0
09710505204,P S BAKUNTH PATTI,Uttar Pradesh,BHADOI Block,DEEGH,221303,1-Department of Education,Primary,Co-educational,Yes,1,5,Yes,No,N,0,0,0,0,0
09710505205,SRI RAMANUJ UPS SUJATPUR,Uttar Pradesh,BHADOI Block,DEEGH,221303,5-Private Unaided (Recognized),Upper Primary only,Co-educational,Yes,6,8,Yes,No,Y,2,0,0,1,0
09710505206,COMPOSITE SCHOOL SUJATPUR,Uttar Pradesh,BHADOI Block,DEEGH,221303,1-Department of Education,Primary with Upper Primary,Co-educational,Yes,1,8,Yes,No,Y,0,0,0,0,0
09710505208,MAHARSHI GYANANAND PUBLIC SCHOOL SUJATPUR,Uttar Pradesh,BHADOI Block,DEEGH,221303,5-Private Unaided (Recognized),Primary,Co-educational,Yes,1,5,No,No,Y,1,0,0,0,0
09710505602,COMPOSITE SCHOOL VIHROJPUR,Uttar Pradesh,BHADOI Block,DEEGH,221303,1-Department of Education,Primary with Upper Primary,Co-educational,Yes,1,8,Yes,No,N,0,0,0,0,0
09710505604,MAHRSHI VALMIKI PUBLIC SCHOOL BIHROJPUR,Uttar Pradesh,BHADOI Block,DEEGH,221303,5-Private Unaided (Recognized),Primary,Co-educational,Yes,1,5,Yes,No,Y,0,0,0,0,0
09710505903,SHRI RAM GIRLS INTER COLLEGE CHHATAMI,Uttar Pradesh,BHADOI Block,DEEGH,221303,5-Private Unaided (Recognized),Up. Pr. Secondary and Higher Sec,Co-educational,Yes,6,12,Yes,No,Y,3,0,0,1,0
09710505904,SHAILESH INTERNATIONAL ACADEMY CHHATMI KAWLAPUR,Uttar Pradesh,BHADOI Block,DEEGH,221303,5-Private Unaided (Recognized),Primary with Upper Primary,Co-educational,No,1,8,Yes,No,Y,1,0,0,1,0
09710505906,SHREE HARSHU BRAHM BAL VIDHYALAYA VITTHALPUR CHHATAMI,Uttar Pradesh,BHADOI Block,DEEGH,221303,5-Private Unaided (Recognized),Primary,Co-educational,Yes,1,5,Yes,No,Y,0,0,0,0,0
09710506002,OM PUBLIC SCHOOL VITTHALPUR,Uttar Pradesh,BHADOI Block,DEEGH,221303,5-Private Unaided (Recognized),Pr. with Up.Pr. sec. and H.Sec.,Co-educational,Yes,1,12,Yes,No,Y,50,1,0,5,7
09710506003,SHRI H B NIRMAL VIDYA SIKSHAN SANSTHAN VITTHALPUR,Uttar Pradesh,BHADOI Block,DEEGH,221303,5-Private Unaided (Recognized),Upper Primary only,Co-educational,Yes,6,8,Yes,No,Y,0,0,0,0,0
09710506004,J S PUBLIC SCHOOL VITTHAL PUR,Uttar Pradesh,BHADOI Block,DEEGH,221303,5-Private Unaided (Recognized),Primary with Upper Primary,Co-educational,Yes,1,8,Yes,No,Y,0,0,0,0,0
09710506501,P S KAULA PUR,Uttar Pradesh,BHADOI Block,DEEGH,221303,1-Department of Education,Primary,Co-educational,Yes,1,5,No,No,Y,0,0,0,0,0
09710506503,NIRMALA DEVI INTER COLLEGE KAULAPUR GOPIGANJ,Uttar Pradesh,BHADOI Block,DEEGH,221303,5-Private Unaided (Recognized),Up. Pr. Secondary and Higher Sec,Co-educational,Yes,6,12,Yes,No,Y,2,0,0,1,0
09710506504,NIRMALA DEVI PRIMARY ,Uttar Pradesh,BHADOI Block,DEEGH,221303,5-Private Unaided (Recognized),Primary with Upper Primary,Co-educational,Yes,1,8,Yes,No,Y,1,0,0,1,1
09710507203,RADHASWAMI SANSKRIT UMV RADHASWAMI DHAM BHADOHI,Uttar Pradesh,BHADOI Block,DEEGH,221303,4-Other State Govt. Managed,Up. Pr. Secondary and Higher Sec,Co-educational,Yes,6,12,Yes,No,Y,0,0,0,0,0
09710507501,UPS PRYAGDASPUR,Uttar Pradesh,BHADOI Block,DEEGH,221303,1-Department of Education,Upper Primary only,Co-educational,Yes,6,8,Yes,No,Y,0,0,0,0,0
09710507502,LITTLE ELEMENTARY SCHOOL PRAYAG DAS PUR,Uttar Pradesh,BHADOI Block,DEEGH,221303,5-Private Unaided (Recognized),Primary,Co-educational,Yes,1,5,Yes,No,Y,0,0,0,0,0
09710507701,P S VARI 1,Uttar Pradesh,BHADOI Block,DEEGH,221303,1-Department of Education,Primary,Co-educational,Yes,1,5,Yes,No,Y,0,0,0,0,0
09710507702,P S VARI 2,Uttar Pradesh,BHADOI Block,DEEGH,221303,1-Department of Education,Primary,Co-educational,Yes,1,5,Yes,No,N,0,0,0,0,0
09710507703,U P S BAIRI,Uttar Pradesh,BHADOI Block,DEEGH,221303,1-Department of Education,Upper Primary only,Co-educational,Yes,6,8,Yes,No,N,0,0,0,0,0
09710507704,MATA SEVAK INTER COLLEGE VARIVISHA,Uttar Pradesh,BHADOI Block,DEEGH,221303,4-Other State Govt. Managed,Up. Pr. Secondary and Higher Sec,Co-educational,Yes,6,12,Yes,No,Y,0,0,0,0,0
09710507706,PT R N PUBLIC UPS JAGAPUR MISHRAN,Uttar Pradesh,BHADOI Block,DEEGH,221303,5-Private Unaided (Recognized),Upper Primary only,Co-educational,Yes,6,8,Yes,No,Y,0,0,0,0,0
09710508001,P S SONAICHA,Uttar Pradesh,BHADOI Block,DEEGH,221303,1-Department of Education,Primary,Co-educational,Yes,1,5,Yes,No,N,0,0,0,0,0
09710508002,UPS SONAICHA,Uttar Pradesh,BHADOI Block,DEEGH,221303,1-Department of Education,Upper Primary only,Co-educational,Yes,6,8,Yes,No,Y,0,0,0,0,0
09710508003,M,Uttar Pradesh,BHADOI Block,DEEGH,221303,5-Private Unaided (Recognized),Upper Primary only,Co-educational,No,6,8,Yes,No,Y,1,0,0,1,0
08220112409,SARASWATI SHIKSHA NIKETAN SR,Rajasthan,TONK Block,MALPURA,304503,5-Private Unaided (Recognized),Pr. with Up.Pr. sec. and H.Sec.,Co-educational,Yes,1,12,Yes,No,Y,1,0,0,1,0
09710508404,COMPOSITE SCHOOL JAGAPUR,Uttar Pradesh,BHADOI Block,DEEGH,221303,1-Department of Education,Primary with Upper Primary,Co-educational,Yes,1,8,Yes,No,Y,0,0,0,0,0
09710508601,COMPOSITE SCHOOL  KEDARPUR,Uttar Pradesh,BHADOI Block,DEEGH,221303,1-Department of Education,Primary with Upper Primary,Co-educational,Yes,1,8,Yes,No,N,0,0,0,0,0
09710508701,P S VIRNAI,Uttar Pradesh,BHADOI Block,DEEGH,221303,1-Department of Education,Primary,Co-educational,Yes,1,5,Yes,No,Y,0,0,0,0,0
09710508702,U P S BHAGATPATTI,Uttar Pradesh,BHADOI Block,DEEGH,221303,1-Department of Education,Upper Primary only,Co-educational,Yes,6,8,Yes,No,N,0,0,0,0,0
09710512202,UPS SANKAT MOCHAN DANIPATTI,Uttar Pradesh,BHADOI Block,DEEGH,221303,5-Private Unaided (Recognized),Upper Primary only,Girls,Yes,6,8,Yes,No,Y,0,0,0,0,0
09710512203,SANKAT MOCHAN ADARSH BALIKA INTER COLLEGE DANIPATTI,Uttar Pradesh,BHADOI Block,DEEGH,221303,5-Private Unaided (Recognized),Secondary with Higher Secondary,Co-educational,Yes,9,12,Yes,No,Y,2,0,0,0,0
09710514504,DAYAWANTI PUNJ MODEL SCHOOL SITAMARHI,Uttar Pradesh,BHADOI Block,DEEGH,221303,5-Private Unaided (Recognized),Pr. with Up.Pr. sec. and H.Sec.,Co-educational,Yes,1,12,Yes,No,Y,70,0,0,0,24
09710516301,PS BHATGAVA,Uttar Pradesh,BHADOI Block,DEEGH,221303,1-Department of Education,Primary,Co-educational,Yes,1,5,Yes,No,Y,0,0,0,0,0
09710517502,COMPOSITE SCHOOL AMILAUR,Uttar Pradesh,BHADOI Block,DEEGH,221303,1-Department of Education,Primary with Upper Primary,Co-educational,Yes,1,8,Yes,No,N,3,0,0,1,0
09710517601,P S DHANAPUR,Uttar Pradesh,BHADOI Block,DEEGH,221303,1-Department of Education,Primary,Co-educational,Yes,1,5,Yes,No,N,0,0,0,0,0
09710517701,P S PURA KANOON GOYAN,Uttar Pradesh,BHADOI Block,DEEGH,221303,1-Department of Education,Primary,Co-educational,Yes,1,5,Yes,No,N,0,0,0,0,0
09710517801,P S CHERAPUR,Uttar Pradesh,BHADOI Block,DEEGH,221303,1-Department of Education,Primary,Co-educational,Yes,1,5,Yes,No,N,0,0,0,0,0
09710517803,RUNG MARK UPS CHERAPUR,Uttar Pradesh,BHADOI Block,DEEGH,221303,5-Private Unaided (Recognized),Upper Primary only,Co-educational,Yes,6,8,Yes,No,Y,0,0,0,0,0
09710519303,SRCS HOLAIPUR,Uttar Pradesh,BHADOI Block,DEEGH,221303,5-Private Unaided (Recognized),Primary,Co-educational,Yes,1,5,Yes,No,Y,0,0,0,0,0
09710519701,P S BHAGAT PATTI,Uttar Pradesh,BHADOI Block,DEEGH,221303,1-Department of Education,Primary,Co-educational,Yes,1,5,Yes,No,Y,0,0,0,0,0
09710520201,PS VARI INARAPAR,Uttar Pradesh,BHADOI Block,DEEGH,221303,1-Department of Education,Primary,Co-educational,Yes,1,5,Yes,No,N,0,0,0,0,0
09710520901,VIDHYA PUBLIC SCHOOL CHAKPADAUNA,Uttar Pradesh,BHADOI Block,DEEGH,221303,5-Private Unaided (Recognized),Primary,Co-educational,Yes,1,5,Yes,No,Y,0,0,0,0,0
10011600101,KESHAV SHIKSHA SEVA SADAN,Bihar,PASHCHIM CHAMPARAN,MAINATAND,845306,8-Unrecognized,Primary with Upper Primary,Co-educational,Yes,1,8,No,No,N,0,1,0,1,0
10011600201,GOVT,Bihar,PASHCHIM CHAMPARAN,MAINATAND,845306,1-Department of Education,Primary,Co-educational,No,1,5,No,No,N,0,0,0,0,0
10011600401,GOVT,Bihar,PASHCHIM CHAMPARAN,MAINATAND,845306,1-Department of Education,Primary,Co-educational,No,1,5,Yes,No,N,0,0,0,0,0
10011600601,GOVT,Bihar,PASHCHIM CHAMPARAN,MAINATAND,845306,1-Department of Education,Primary,Co-educational,Yes,1,5,Yes,No,N,0,0,0,0,0
10011600801,GOVT,Bihar,PASHCHIM CHAMPARAN,MAINATAND,845306,1-Department of Education,Primary with Upper Primary,Co-educational,Yes,1,8,No,No,N,0,0,0,0,0
10011600802,GOVT,Bihar,PASHCHIM CHAMPARAN,MAINATAND,845306,1-Department of Education,Primary,Co-educational,No,1,5,Yes,No,N,0,0,0,0,0
10011600803,GOVT,Bihar,PASHCHIM CHAMPARAN,MAINATAND,845306,1-Department of Education,Primary,Co-educational,Yes,1,5,Yes,No,N,0,0,0,0,0
10011600805,UCHCH MADHYAMIK VIDYALAY,Bihar,PASHCHIM CHAMPARAN,MAINATAND,845306,1-Department of Education,Secondary with Higher Secondary,Co-educational,No,9,12,Yes,No,N,0,0,0,0,0
29260706804,PARAMAHAMSA HIGH SCHOOL,Karnataka,MYSURU Block,MYSORE NORTH,570017,5-Private Unaided (Recognized),Pr. Up Pr. and Secondary Only,Co-educational,Yes,1,10,Yes,No,Y,10,2,0,2,1
10011601002,UCHCH MADHYAMIK VIDYALAY,Bihar,PASHCHIM CHAMPARAN,MAINATAND,845306,1-Department of Education,Secondary with Higher Secondary,Co-educational,No,9,12,Yes,No,Y,0,0,0,0,0
10011601101,GOVT,Bihar,PASHCHIM CHAMPARAN,MAINATAND,845306,1-Department of Education,Primary with Upper Primary,Co-educational,Yes,1,8,Yes,No,N,0,0,0,0,0
10011601105,NAJMUN NISHA GIRL MIDDLE SCHOOL BASTHA BARWA,Bihar,PASHCHIM CHAMPARAN,MAINATAND,845306,5-Private Unaided (Recognized),Primary with Upper Primary,Girls,Yes,1,8,No,No,N,0,0,0,0,0
10011601106,GOVT,Bihar,PASHCHIM CHAMPARAN,MAINATAND,845306,1-Department of Education,Primary,Co-educational,Yes,1,5,Yes,No,N,0,0,0,0,0
10011601109,UCHCH MADHYAMIK VIDYALAY,Bihar,PASHCHIM CHAMPARAN,MAINATAND,845306,1-Department of Education,Secondary with Higher Secondary,Co-educational,Yes,9,12,Yes,No,N,0,0,0,0,0
10011601201,GOVT,Bihar,PASHCHIM CHAMPARAN,MAINATAND,845306,1-Department of Education,Primary with Upper Primary,Co-educational,Yes,1,8,Yes,No,N,0,0,0,0,0
10011601304,JEEVAN JAGRITI VIDHYA NIKETAN,Bihar,PASHCHIM CHAMPARAN,MAINATAND,845306,8-Unrecognized,Primary with Upper Primary,Co-educational,No,1,8,Yes,No,Y,3,1,0,1,0
10011601501,GOVT,Bihar,PASHCHIM CHAMPARAN,MAINATAND,845306,1-Department of Education,Primary,Co-educational,No,1,5,Yes,No,N,0,0,0,0,0
10011601502,NEW GURUKUL INTERNATIONAL SCHOOL,Bihar,PASHCHIM CHAMPARAN,MAINATAND,845306,8-Unrecognized,Primary with Upper Primary,Co-educational,Yes,1,8,Yes,No,Y,0,0,0,0,0
10011601601,GOVT,Bihar,PASHCHIM CHAMPARAN,MAINATAND,845306,1-Department of Education,Primary with Upper Primary,Co-educational,Yes,1,8,Yes,No,N,0,0,0,0,0
10011601602,GOVT,Bihar,PASHCHIM CHAMPARAN,MAINATAND,845306,1-Department of Education,Primary with Upper Primary,Co-educational,Yes,1,8,Yes,No,N,0,0,0,0,0
